map_id,name,description,rank_level_brackets,category_weights,value_brackets,extra_params
4408,奢华养老院,别墅被改造得明亮整洁，拥有专业的空气过滤系统。一个房间里存放着未带走的医疗设备和小型低温冷藏柜。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,2],[20001,50000,5],[50001,100000,200],[100001,200000,100]]","[10,1,100,1,1000,10,10000,200,100000,10]"
4409,末日庇护所,原主人有极强的安全意识。别墅结构经过特殊加固，地下避难所里存放着一些标有特殊代码的、需要权限才能开启的密封箱。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,500],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,2],[20001,50000,5],[50001,100000,200],[100001,200000,100]]","[10,1,100,1,1000,10,10000,200,100000,10]"
4410,极客改造屋,这里是科技宅的天堂。从顶级的影音室到满墙的游戏主机，每一个房间都为了实现数字时代的终极娱乐体验而设计。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,300],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,2],[20001,50000,5],[50001,100000,200],[100001,200000,100]]","[10,1,100,1,1000,10,10000,200,100000,10]"
4501,未知残骸,这艘船的国籍与年代已不可考，残骸由多艘沉船堆积而成。打捞出的密封舱内容物极其混杂，是深海真正的盲盒。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,100],[204,100],[205,50],[206,500],[207,50],[208,50],[209,300],[301,250]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4502,​远洋客轮舱房​,来自一艘触礁沉没的豪华邮轮。此密封舱可能是头等舱套房或奢侈品商店的库房，里面封存着上一个时代的流行与奢华。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,500],[203,50],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4503,​军用舰艇保险库​,来自一艘因冲突沉没的军用舰艇。舱体坚固异常，内部可能封存着舰载设备的备用零件、通讯器材或舰员的重要私人物品。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,50],[204,100],[205,1000],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4504,​冷链货船隔离舱​,一艘专门运输特殊货物的货轮。此舱室具有保温与密封特性，里面或许保存着为特定目的地准备的给养或药剂，状态成谜。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,500],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4505,​殖民商船宝库​,来自大航海时代的失落商船。此舱门被贝类紧紧包裹，里面木箱的轮廓依稀可辨，可能装着改变贸易格局的“白色黄金”。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,500],[102,500],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,500],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4506,​探险家座舰资料库​,属于一支传奇的极地探险队。此防水舱专门用于存放航行日志、珍贵海图与考古拓片，是知识探险家梦寐以求的宝藏。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,150],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4507,​皇家御用货舱​,沉船档案显示它与某位显赫人物密切相关。此舱室规格极高，里面特制的箱子内，或许是为进贡而准备的稀有矿物与瑰宝。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4508,​生物实验室样本库​,一艘具有科研背景的船只。此舱室标有生物危害标志，内部有严格的固定架，似乎用来保存某种特殊的有机样本。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4509,​私掠船军火舱​,一艘身份暧昧的武装船只的弹药库。舱内物品被妥善防水处理，主要是那个时代的标准制式装备，但或许有特例。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,500],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4510,​现代货轮娱乐库​,一艘近些年沉没的大型集装箱船。此密封舱内是运往电子市场的“新潮玩具”，包装完好，仿佛时间在此停滞。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,300],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2601,隐秘拍卖会,这场高阶盛宴隐匿于神秘之所，唯有最顶尖的竞买人才能获得入场资格，非顶尖者连窥伺资格都没有。拍卖台铺着暗纹丝绒，鎏金托盘上的每件拍品都覆着暗纹密封罩，隐约透出奇异光泽，藏着跨越时代的隐秘、未被揭晓的真相与不可估量的价值。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,300],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[100001,200000,1],[200001,300000,1],[300000,400000,1],[400001,500000,1],[500001,1000000,50],[1000001,2000000,300],[2000001,3000000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2511,未知残骸,这艘船的国籍与年代已不可考，残骸由多艘沉船堆积而成。打捞出的密封舱内容物极其混杂，是深海真正的盲盒。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,100],[204,100],[205,50],[206,500],[207,50],[208,50],[209,300],[301,250]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2512,​远洋客轮舱房​,来自一艘触礁沉没的豪华邮轮。此密封舱可能是头等舱套房或奢侈品商店的库房，里面封存着上一个时代的流行与奢华。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,500],[203,50],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2513,​军用舰艇保险库​,来自一艘因冲突沉没的军用舰艇。舱体坚固异常，内部可能封存着舰载设备的备用零件、通讯器材或舰员的重要私人物品。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,50],[204,100],[205,1000],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2514,​冷链货船隔离舱​,一艘专门运输特殊货物的货轮。此舱室具有保温与密封特性，里面或许保存着为特定目的地准备的给养或药剂，状态成谜。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,500],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2515,​殖民商船宝库​,来自大航海时代的失落商船。此舱门被贝类紧紧包裹，里面木箱的轮廓依稀可辨，可能装着改变贸易格局的“白色黄金”。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,500],[102,500],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,500],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2516,​探险家座舰资料库​,属于一支传奇的极地探险队。此防水舱专门用于存放航行日志、珍贵海图与考古拓片，是知识探险家梦寐以求的宝藏。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,150],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2517,​皇家御用货舱​,沉船档案显示它与某位显赫人物密切相关。此舱室规格极高，里面特制的箱子内，或许是为进贡而准备的稀有矿物与瑰宝。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2518,​生物实验室样本库​,一艘具有科研背景的船只。此舱室标有生物危害标志，内部有严格的固定架，似乎用来保存某种特殊的有机样本。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2519,​私掠船军火舱​,一艘身份暧昧的武装船只的弹药库。舱内物品被妥善防水处理，主要是那个时代的标准制式装备，但或许有特例。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,500],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2520,​现代货轮娱乐库​,一艘近些年沉没的大型集装箱船。此密封舱内是运往电子市场的“新潮玩具”，包装完好，仿佛时间在此停滞。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,300],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4511,未知残骸,这艘船的国籍与年代已不可考，残骸由多艘沉船堆积而成。打捞出的密封舱内容物极其混杂，是深海真正的盲盒。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,100],[204,100],[205,50],[206,500],[207,50],[208,50],[209,300],[301,250]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4512,​远洋客轮舱房​,来自一艘触礁沉没的豪华邮轮。此密封舱可能是头等舱套房或奢侈品商店的库房，里面封存着上一个时代的流行与奢华。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,500],[203,50],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4513,​军用舰艇保险库​,来自一艘因冲突沉没的军用舰艇。舱体坚固异常，内部可能封存着舰载设备的备用零件、通讯器材或舰员的重要私人物品。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,50],[204,100],[205,1000],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4514,​冷链货船隔离舱​,一艘专门运输特殊货物的货轮。此舱室具有保温与密封特性，里面或许保存着为特定目的地准备的给养或药剂，状态成谜。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,500],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4515,​殖民商船宝库​,来自大航海时代的失落商船。此舱门被贝类紧紧包裹，里面木箱的轮廓依稀可辨，可能装着改变贸易格局的“白色黄金”。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,500],[102,500],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,500],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4516,​探险家座舰资料库​,属于一支传奇的极地探险队。此防水舱专门用于存放航行日志、珍贵海图与考古拓片，是知识探险家梦寐以求的宝藏。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,150],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4517,​皇家御用货舱​,沉船档案显示它与某位显赫人物密切相关。此舱室规格极高，里面特制的箱子内，或许是为进贡而准备的稀有矿物与瑰宝。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4518,​生物实验室样本库​,一艘具有科研背景的船只。此舱室标有生物危害标志，内部有严格的固定架，似乎用来保存某种特殊的有机样本。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4519,​私掠船军火舱​,一艘身份暧昧的武装船只的弹药库。舱内物品被妥善防水处理，主要是那个时代的标准制式装备，但或许有特例。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,500],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4520,​现代货轮娱乐库​,一艘近些年沉没的大型集装箱船。此密封舱内是运往电子市场的“新潮玩具”，包装完好，仿佛时间在此停滞。,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,300],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2521,未知残骸,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,100],[204,100],[205,50],[206,500],[207,50],[208,50],[209,300],[301,250]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2522,​远洋客轮舱房​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,500],[203,50],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2523,​军用舰艇保险库​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,50],[204,100],[205,1000],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2524,​冷链货船隔离舱​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,500],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2525,​殖民商船宝库​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,500],[102,500],[103,150],[104,100],[105,50],[106,100],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,500],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2526,​探险家座舰资料库​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,500],[207,150],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2527,​皇家御用货舱​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2528,​生物实验室样本库​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,500],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2529,​私掠船军火舱​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,500],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
2530,​现代货轮娱乐库​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,300],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,150],[204,100],[205,50],[206,50],[207,100],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4521,未知残骸,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,50],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,100],[204,100],[205,50],[206,500],[207,50],[208,50],[209,300],[301,250]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4522,​远洋客轮舱房​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,500],[103,150],[104,100],[105,500],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,500],[203,50],[204,100],[205,50],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
4523,​军用舰艇保险库​,白色DOWN红色UP,"[[11,15,1000],[16,20,1000],[21,25,50],[26,30,50]]","[[101,50],[102,50],[103,150],[104,100],[105,50],[106,500],[107,200],[108,150],[109,50],[110,150],[201,100],[202,200],[203,50],[204,100],[205,1000],[206,50],[207,50],[208,50],[209,300],[301,150]]","[[2001,5000,1],[5001,10000,1],[10000,20000,1],[20001,50000,1],[50001,100000,50],[100001,200000,300],[200001,300000,200]]","[10,1,100,1,1000,10,10000,100,100000,30]"
