id,col_1,col_2,s_map_name,s_map_logo,s_map_togname,s_map_desc,parent_map_id,is_visiable,map_group,map_income,map_cell,currency_cost,item_cost,map_time,required_items,special_output_items,drop_group_id,bidder_number,auction_rounds_rate,map_random_skill,map_resource,tap_up
4507,​皇家御用货舱​,沉船档案显示它与某位显赫人物密切相关。此舱室规格极高，里面特制的箱子内，或许是为进贡而准备的稀有矿物与瑰宝。,bid_map_N_2507,ui_map_icon_area_39,bid_map_N_2507,bid_map_D_2507,305,1,[[]],ui_value_high,30,"[1,1,25000]","[[1,106,1]]","[60,60,60,60,60]","[[1,1,5000000]]",[[]],"[9999,2507,22,44]",4,"[2000,1600,1300,1100,0]","[103,0,0,0,0]",iconmap_39,0
4508,​生物实验室样本库​,一艘具有科研背景的船只。此舱室标有生物危害标志，内部有严格的固定架，似乎用来保存某种特殊的有机样本。,bid_map_N_2508,ui_map_icon_area_40,bid_map_N_2508,bid_map_D_2508,305,1,[[]],ui_value_high,30,"[1,1,25000]","[[1,106,1]]","[60,60,60,60,60]","[[1,1,5000000]]",[[]],"[9999,2508,22,44]",4,"[2000,1600,1300,1100,0]","[103,0,0,0,0]",iconmap_40,0
4509,​私掠船军火舱​,一艘身份暧昧的武装船只的弹药库。舱内物品被妥善防水处理，主要是那个时代的标准制式装备，但或许有特例。,bid_map_N_2509,ui_map_icon_area_41,bid_map_N_2509,bid_map_D_2509,305,1,[[]],ui_value_high,30,"[1,1,25000]","[[1,106,1]]","[60,60,60,60,60]","[[1,1,5000000]]",[[]],"[9999,2509,22,44]",4,"[2000,1600,1300,1100,0]","[103,0,0,0,0]",iconmap_41,0
4510,​现代货轮娱乐库​,一艘近些年沉没的大型集装箱船。此密封舱内是运往电子市场的“新潮玩具”，包装完好，仿佛时间在此停滞。,bid_map_N_2510,ui_map_icon_area_42,bid_map_N_2510,bid_map_D_2510,305,1,[[]],ui_value_high,30,"[1,1,25000]","[[1,106,1]]","[60,60,60,60,60]","[[1,1,5000000]]",[[]],"[9999,2510,22,44]",4,"[2000,1600,1300,1100,0]","[103,0,0,0,0]",iconmap_42,0
2601,隐秘拍卖会,这场高阶盛宴隐匿于神秘之所，唯有最顶尖的竞买人才能获得入场资格，非顶尖者连窥伺资格都没有。拍卖台铺着暗纹丝绒，鎏金托盘上的每件拍品都覆着暗纹密封罩，隐约透出奇异光泽，藏着跨越时代的隐秘、未被揭晓的真相与不可估量的价值。,bid_map_N_2601,ui_map_icon_area_51,bid_map_N_2601,bid_map_D_2601,106,1,"[[2601,100]]",ui_value_high,30,"[1,1,100000]",[[]],"[60,60,60,60,60]","[[1,1,10000000]]",[[]],"[9999,2601,22,44]",4,"[2000,1600,1300,1100,0]","[103,0,0,0,0]",iconmap_51,0
5601,百物杂拍,散货,bid_map_N_2401,ui_map_icon_area_23,bid_map_N_2401,bid_map_D_2401,304,1,"[[5601,100],[5602,20],[5603,20],[5604,20],[5605,20],[5606,20],[5607,20],[5608,20],[5609,20],[5610,20],[5611,20]]",ui_value_higher,25,"[1,1,10000]",[[]],"[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_23,0
5602,居家陈设,家居,bid_map_N_2402,ui_map_icon_area_24,bid_map_N_2402,bid_map_D_2402,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_24,0
5603,秘药器械,医疗,bid_map_N_2404,ui_map_icon_area_26,bid_map_N_2404,bid_map_D_2404,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_26,0
5604,奢品风尚,奢侈,bid_map_N_2408,ui_map_icon_area_30,bid_map_N_2408,bid_map_D_2408,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_30,0
5605,军械私拍,武器,bid_map_N_2409,ui_map_icon_area_31,bid_map_N_2409,bid_map_D_2409,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_31,0
5606,珍宝原石,矿物,bid_map_N_2406,ui_map_icon_area_28,bid_map_N_2406,bid_map_D_2406,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_28,0
5607,古董珍玩,古董,bid_map_N_2407,ui_map_icon_area_29,bid_map_N_2407,bid_map_D_2407,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_29,0
5608,尖端数码,数码,bid_map_N_2408,ui_map_icon_area_30,bid_map_N_2408,bid_map_D_2408,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_30,0
5609,载具器械,能源,bid_map_N_2409,ui_map_icon_area_31,bid_map_N_2409,bid_map_D_2409,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_31,0
5610,珍馐食材,食品,bid_map_N_2410,ui_map_icon_area_32,bid_map_N_2410,bid_map_D_2410,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_32,0
5611,翰墨典藏,书籍,bid_map_N_2410,ui_map_icon_area_32,bid_map_N_2410,bid_map_D_2410,304,1,[[]],ui_value_higher,25,"[1,1,10000]","[[1,105,1]]","[60,60,60,60,60]","[[1,1,1000000]]",[[]],"[9999,2401,20,40]",4,"[2000,1600,1300,1100,0]","[103,0,103,0,0]",iconmap_32,0
