Id,Chinese,Chinese_Temp,English,Traditional,Spanish,Russian,Japenese,Thai,Italian,Portuguese,Vietnam,Korean,German,French,Indonesia
skillDesc_2008,显示能源交通的藏品的轮廓,显示能源交通的藏品的轮廓,Display the outlines of Energy & Transportation collections,顯示能源交通的藏品的輪廓,Muestra el contorno de las colecciones de Energía y transporte,Показывает силуэты лотов категории ‘Энергоресурсы и транспорт’,エネルギー交通のコレクションのシルエットを表示する,แสดงโครงร่างของของสะสมพลังงานคมนาคม,Mostra le sagome dei collezionabili Energia e trasporti,Exibir o contorno de todos os colecionáveis de Energia e Transporte.,Hiển thị hình dáng vật phẩm Giao Thông Năng Lượng,모빌리티 유형 소장품의 윤곽을 오픈한다.,Zeigt die Abbildungen aller Sammlerstücke vom Typ Energie und Transport,Révèle les contours des pièces de type Énergies et transports.,Menampilkan lis koleksi Transportasi Energi.
skillDesc_2009,显示饮食烹饪的藏品的轮廓,显示饮食烹饪的藏品的轮廓,Display the outlines of Food & Cooking collectibles,顯示飲食烹飪的藏品的輪廓,Muestra el contorno de las colecciones de Delicias gourmet,Показывает силуэты лотов категории ‘Питание и деликатесы’,食飲珍味のコレクションのシルエットを表示する,แสดงโครงร่างของของสะสมอาหารชั้นดี,Mostra le sagome dei collezionabili Cucina e gastronomia,Exibir o contorno de todos os colecionáveis de Iguarias.,Hiển thị hình dáng vật phẩm Ẩm Thực Mỹ Vị,미식/진미 유형 소장품의 윤곽을 오픈한다.,Zeigt die Abbildungen aller Sammlerstücke vom Typ Genussmittel,Révèle les contours des pièces de type Nourriture et boissons.,Menampilkan lis koleksi Kuliner Khas.
skillDesc_2010,显示书籍绘画的藏品的轮廓,显示书籍绘画的藏品的轮廓,Display the outlines of the Books & Paintings collectibles,顯示書畫古籍的藏品的輪廓,Muestra el contorno de las colecciones de Libros y pinturas,Показывает силуэты лотов категории ‘Каллиграфия и литература’,書画古籍のコレクションのシルエットを表示する,แสดงโครงร่างของของสะสมหนังสือภาพโบราณ,Mostra le sagome dei collezionabili Libri e dipinti,Exibir o contorno de todos os colecionáveis de Obras de Arte e Livros Antigos.,Hiển thị hình dáng của vật phẩm Thư Họa Cổ Tịch,미술품/고서 유형 소장품의 윤곽을 오픈한다.,Zeigt die Abbildungen aller Sammlerstücke vom Typ Bücher und Gemälde,Révèle les contours des pièces de type Peintures et livres anciens.,"Menampilkan lis koleksi Kaligrafi, Literatur, dan Lukisa."
skillDesc_202,所有蓝色品质藏品总占位数为{0}格,所有蓝色品质藏品总占位数为{0}格,Total slots occupied by all blue rarity collections: {0},所有藍色品質藏品總佔位數為{0}格,Casillas totales ocupadas por todas las colecciones de rareza azul: {0},"Общее кол-во ячеек, занимаемыми син. лотами, – {0} яч.",すべての青ランクのコレクションが占有するマス数の合計は{0}マス,จำนวนช่องรวมของของสะสมคุณภาพสีฟ้าคือ {0} ช่อง,Caselle occupate da tutti i collezionabili di qualità blu: {0},O total de slots ocupados por todos os colecionáveis de raridade azul é {0}.,Tổng số vị trí chiếm của vật phẩm Lam là {0} ô,모든 블루 등급 소장품의 총 칸수: {0}칸,Gesamtanzahl belegter Slots aller Sammlerstücke in blauer Qualität: {0},Le nombre total de cases occupées par les pièces de qualité bleue est de {0}.,Jumlah slot kotak yang ditempati semua koleksi berkualitas biru adalah {0} slot.
skillDesc_203,所有紫色品质藏品总占位数为{0}格,所有紫色品质藏品总占位数为{0}格,Total slots occupied by all purple rarity collections: {0},所有紫色品質藏品總佔位數為{0}格,Casillas totales ocupadas por todas las colecciones de rareza púrpura: {0},"Общее кол-во ячеек, занимаемыми фиол. лотами, – {0} яч.",すべての紫ランクのコレクションが占有するマス数の合計は{0}マス,จำนวนช่องรวมของของสะสมคุณภาพสีม่วงคือ {0} ช่อง,Caselle occupate da tutti i collezionabili di qualità viola: {0},O total de slots ocupados por todos os colecionáveis de raridade púrpura é {0}.,Tổng số vị trí chiếm của vật phẩm Tím là {0} ô,모든 퍼플 등급 소장품의 총 칸수: {0}칸,Gesamtanzahl belegter Slots aller Sammlerstücke in lilafarbener Qualität: {0},Le nombre total de cases occupées par les pièces de qualité violette est de {0}.,Jumlah slot kotak yang ditempati semua koleksi berkualitas ungu adalah {0} slot.
skillDesc_204,所有金色品质藏品总占位数为{0}格,所有金色品质藏品总占位数为{0}格,Total slots occupied by all gold rarity collections: {0},所有金色品質藏品總佔位數為{0}格,Casillas totales ocupadas por todas las colecciones de rareza dorada: {0},"Общее кол-во ячеек, занимаемыми зол. лотами, – {0} яч.",すべての金ランクのコレクションが占有するマス数の合計は{0}マス,จำนวนช่องรวมของของสะสมคุณภาพสีทองคือ {0} ช่อง,Caselle occupate da tutti i collezionabili di qualità oro: {0},O total de slots ocupados por todos os colecionáveis de raridade dourada é {0}.,Tổng số vị trí chiếm của vật phẩm Vàng là {0} ô,모든 골드 등급 소장품의 총 칸수: {0}칸,Gesamtanzahl belegter Slots aller Sammlerstücke in goldener Qualität: {0},Le nombre total de cases occupées par les pièces de qualité or est de {0}.,Jumlah slot kotak yang ditempati semua koleksi berkualitas emas adalah {0} slot.
skillDesc_205,所有红色品质藏品总占位数为{0}格,所有红色品质藏品总占位数为{0}格,Total slots occupied by all red rarity artifacts: {0},所有紅色品質藏品總佔位數為{0}格,Casillas totales ocupadas por todas las colecciones de rareza roja: {0},"Общее кол-во ячеек, занимаемыми красн. лотами, – {0} яч.",すべての赤ランクのコレクションが占有するマス数の合計は{0}マス,จำนวนช่องรวมของของสะสมคุณภาพสีแดงคือ {0} ช่อง,Caselle occupate da tutti i collezionabili di qualità rossa: {0},O total de slots ocupados por todos os colecionáveis de raridade vermelha é {0}.,Tổng số vị trí chiếm của vật phẩm Đỏ là {0} ô,모든 레드 등급 소장품의 총 칸수: {0}칸,Gesamtanzahl belegter Slots aller Sammlerstücke in roter Qualität: {0},Le nombre total de cases occupées par les pièces de qualité rouge est de {0}.,Jumlah slot kotak yang ditempati semua koleksi berkualitas merah adalah {0} slot.
skillDesc_300,所有藏品的平均格数约为{0}格,所有藏品的平均格数为{0}格,The average number of slots for all artifacts is {0},所有藏品的平均格數約為{0}格,Casillas promedio de todas las colecciones: aprox. {0},Среднее кол-во ячеек всех лотов – {0} яч.,すべてのコレクションの平均マス数は約{0}マス,จำนวนช่องเฉลี่ยของของสะสมทั้งหมดประมาณ {0} ช่อง,Media di caselle occupate da tutti i collezionabili: {0},O número médio de slots ocupados por todos os itens é cerca de {0}.,Số ô trung bình của tất cả vật phẩm là {0} ô,모든 소장품의 평균 칸수: 약 {0}칸,Durchschnittlich belegte Slots pro Sammlerstück: ca. {0},Le nombre moyen de cases par pièce est de {0}.,Jumlah slot rata-rata untuk semua koleksi adalah {0} slot.
skillDesc_3001,每局游戏开始时，揭示5个任意藏品轮廓,每局游戏开始时，揭示5个任意藏品轮廓,"At the start of each game, reveal the outlines of  5 random collectibles",每局遊戲開始時，揭示5個任意藏品輪廓,"Al comienzo de cada partida, revela 5 contornos de artefactos aleatorios.",В начале каждой игры раскройте 5 случайных контуров артефактов,各ゲーム開始時、ランダムな5つのコレクションの輪郭を公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยเค้าโครงของวัตถุโบราณแบบสุ่ม 5 ชิ้น,"All'inizio di ogni partita, rivela 5 sagome di manufatti casuali","No início de cada jogo, revele 5 contornos de artefactos aleatórios","Khi bắt đầu mỗi ván chơi, tiết lộ 5 hình dáng ngẫu nhiên của các vật phẩm","매 게임 시작 시, 임의의 수집품 윤곽 5개를 공개합니다",Zu Beginn jedes Spiels werden 5 zufällige Artefaktumrisse aufgedeckt.,"Au début de chaque partie, révélez 5 contours d'artefacts aléatoires.","Pada awal setiap permainan, tampilkan 5 sketsa artefak acak"
skillDesc_3002,每局游戏开始时，揭示3个家居日用轮廓,每局游戏开始时，揭示3个家居日用轮廓,"At the start of each game, reveal the outlines of 3 Home & Daily Use collectibles",每局遊戲開始時，揭示3個家具物品輪廓,"Al comienzo de cada partida, revela 3 siluetas de muebles.",В начале каждой игры покажите 3 силуэта предметов мебели.,各ゲーム開始時、家具アイテムの輪郭を3つ公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยเค้าโครงของเฟอร์นิเจอร์ 3 ชิ้น,"All'inizio di ogni partita, rivelare 3 sagome di mobili","No início de cada jogo, revele 3 contornos de itens de mobiliário","Khi bắt đầu mỗi ván chơi, tiết lộ 3 hình dáng đồ nội thất",게임 시작 시마다 가구 아이템 윤곽 3개를 공개합니다,Zu Beginn jedes Spiels werden 3 Umrisse von Möbelstücken aufgedeckt.,"Au début de chaque partie, révélez 3 silhouettes d'objets d'ameublement.","Pada awal setiap permainan, tunjukkan 3 siluet barang furnitur."
skillDesc_3003,每局游戏开始时，揭示3个医疗用品轮廓,每局游戏开始时，揭示3个医疗用品轮廓,"At the start of each game, reveal the outlines of 3 Medical Supplies collectibles",每局遊戲開始時，揭示3個醫療用品輪廓,"Al comienzo de cada partida, revela 3 siluetas de suministros médicos.",В начале каждой игры покажите 3 силуэта предметов медицинского назначения.,各ゲーム開始時、医療品3点の輪郭を公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยอุปกรณ์ทางการแพทย์ 3 ชิ้น,"All'inizio di ogni partita, rivelare 3 sagome di forniture mediche.","No início de cada jogo, revele 3 contornos de suprimentos médicos.","Khi bắt đầu mỗi ván chơi, tiết lộ 3 hình dáng thuốc y tế",게임 시작 시마다 의료 약품 실루엣 3개를 공개합니다,Zu Beginn jedes Spiels werden 3 Umrisse von medizinischen Hilfsgütern aufgedeckt.,"Au début de chaque partie, dévoilez 3 silhouettes d'équipements médicaux.","Pada awal setiap permainan, tunjukkan tiga siluet perlengkapan medis."
skillDesc_3004,每局游戏开始时，揭示3个时尚潮流轮廓,每局游戏开始时，揭示3个时尚潮流轮廓,"At the start of each game, reveal the outlines of 3 Fashion & Trends collectibles",每局遊戲開始時，揭示3個時尚潮流輪廓,"Al comienzo de cada partida, revela 3 siluetas de tendencias de moda.",В начале каждой игры покажите 3 силуэта модных тенденций.,各ゲーム開始時、3つのファッションアイテムの輪郭を公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยเค้าโครงแฟชั่นเทรนด์ 3 แบบ,"All'inizio di ogni partita, rivelare 3 sagome di tendenze della moda","No início de cada jogo, revele 3 contornos de tendências de moda","Khi bắt đầu mỗi ván chơi, tiết lộ 3 phác thảo thời trang",게임 시작 시마다 패션 트렌드 실루엣 3개를 공개합니다,Zu Beginn jedes Spiels werden 3 Umrisse von Modetrends aufgedeckt.,"Au début de chaque partie, révélez 3 silhouettes de tendances de mode.","Pada awal setiap permainan, tunjukkan 3 siluet tren mode."
skillDesc_3005,每局游戏开始时，揭示3个武器装备轮廓,每局游戏开始时，揭示3个武装兵器轮廓,"At the start of each game, reveal the outlines of 3 Weapons & Gear collectibles",每局遊戲開始時，揭示3個兵裝軍火輪廓,"Al comienzo de cada partida, revela 3 siluetas de armas.",В начале каждой игры покажите 3 силуэта оружия.,各ゲーム開始時、3つの兵器・軍需品シルエットを公開する,เมื่อเริ่มเกมแต่ละครั้ง ให้เปิดเผยเค้าโครงอาวุธ 3 อัน,"All'inizio di ogni partita, rivelare 3 sagome di armi.","No início de cada jogo, revele três contornos de armas.","Khi bắt đầu mỗi ván chơi, tiết lộ 3 hình dáng vũ khí quân sự",게임 시작 시마다 병기 무기 윤곽 3개를 공개합니다,Zu Beginn jedes Spiels werden 3 Umrisse von Waffen aufgedeckt.,"Au début de chaque partie, dévoilez 3 silhouettes d'armes.","Pada awal setiap permainan, tunjukkan tiga siluet senjata."
skillDesc_3006,每局游戏开始时，揭示3个矿物珠宝轮廓,每局游戏开始时，揭示3个矿物珠宝轮廓,"At the start of each game, reveal the outlines of 3 Minerals & Gems collectibles",每局遊戲開始時，揭示3個珠寶礦藏輪廓,"Al comienzo de cada partida, revela tres siluetas de minerales para joyería.",В начале каждой игры покажите 3 силуэта драгоценных камней.,各ゲーム開始時、宝石鉱床の輪郭を3つ公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยเค้าโครงแร่เครื่องประดับ 3 อัน,"All'inizio di ogni partita, rivela 3 sagome di minerali per gioielli.","No início de cada jogo, revele três contornos de minérios para joias.","Khi bắt đầu mỗi ván chơi, tiết lộ 3 phác thảo khoáng sản trang sức",게임 시작 시마다 보석 광물 3개의 윤곽을 공개합니다,Zu Beginn jedes Spiels werden drei Umrisse von Schmuckstücken aufgedeckt.,"Au début de chaque partie, dévoilez trois silhouettes de mineries de bijoux.","Pada awal setiap permainan, tunjukkan tiga siluet bijih perhiasan."
skillDesc_3007,每局游戏开始时，揭示3个文玩古董轮廓,每局游戏开始时，揭示3个文玩古董轮廓,"At the start of each game, reveal the outlines of 3 Antiques & Curios collectibles",每局遊戲開始時，揭示3個文玩古董輪廓,"Al comienzo de cada partida, revela tres siluetas de artefactos.",В начале каждой игры покажите 3 контура артефактов.,ゲーム開始時、3つの骨董品シルエットを公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยเค้าโครงของวัตถุโบราณ 3 ชิ้น,"All'inizio di ogni partita, rivela 3 sagome di manufatti.","No início de cada jogo, revele três contornos de artefactos.","Khi bắt đầu mỗi ván chơi, tiết lộ 3 hình dáng đồ cổ","게임 시작 시마다, 3개의 고대 유물 윤곽을 공개합니다",Zu Beginn jedes Spiels werden drei Umrisse von Artefakten aufgedeckt.,"Au début de chaque partie, dévoilez trois silhouettes d'artefacts.","Pada awal setiap permainan, tunjukkan tiga sketsa artefak."
skillDesc_3008,每局游戏开始时，揭示3个数码电子轮廓,每局游戏开始时，揭示3个数码电子轮廓,"At the start of each game, reveal the outlines of 3 Digital & Electronics collectibles",每局遊戲開始時，揭示3個數位娛樂輪廓,"Al comienzo de cada partida, revela tres siluetas de entretenimiento digital.",В начале каждой игры покажите 3 силуэта цифровых развлечений.,各ゲーム開始時、デジタルエンターテインメントの輪郭を3つ公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยโครงร่างความบันเทิงดิจิทัล 3 รายการ,"All'inizio di ogni partita, rivela 3 sagome di intrattenimento digitale.","No início de cada jogo, revele três contornos de entretenimento digital.","Khi bắt đầu mỗi ván chơi, tiết lộ 3 hình dáng giải trí kỹ thuật số","게임 시작 시마다, 디지털 엔터테인먼트 관련 3개의 윤곽을 공개합니다",Zu Beginn jedes Spiels werden drei Umrisse von digitalen Unterhaltungsgeräten aufgedeckt.,"Au début de chaque partie, dévoilez trois silhouettes représentant des divertissements numériques.","Pada awal setiap permainan, tunjukkan tiga sketsa hiburan digital."
skillDesc_3009,每局游戏开始时，揭示3个能源交通轮廓,每局游戏开始时，揭示3个能源交通轮廓,"At the start of each game, reveal the outlines of 3 Energy & Transportation collectibles",每局遊戲開始時，揭示3個能源交通輪廓,"Al comienzo de cada partida, revela tres siluetas de energía y transporte.",В начале каждой игры покажите 3 силуэта энергии и транспорта.,ゲーム開始時、エネルギー・交通関連のシルエット3つを公開,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยเค้าโครงพลังงานและการขนส่ง 3 อัน,"All'inizio di ogni partita, rivela 3 sagome di energia e trasporti.","No início de cada jogo, revele três contornos de energia e transporte.","Khi bắt đầu mỗi ván chơi, tiết lộ 3 phác thảo về năng lượng và giao thông",게임 시작 시마다 에너지 교통 관련 아이템 3개를 공개합니다,Zu Beginn jedes Spiels werden drei Umrisse von Energie- und Transportmitteln aufgedeckt.,"Au début de chaque partie, dévoilez 3 silhouettes d'énergie et de transport.","Pada awal setiap permainan, tampilkan 3 sketsa energi dan transportasi."
skillDesc_301,所有白色和绿色品质藏品平均占位约 {0} 格,所有白色和綠色品質藏品平均佔位約 {0} 格,All white and green quality collectibles occupy an average of {0} slots,所有白色和綠色品質藏品平均佔用 {0} 格空間,Todos los coleccionables de calidad blanca y verde ocupan un promedio de {0} casillas,Все предметы белого и зелёного качества в среднем занимают {0} ячеек,白・緑品質コレクションの平均占有枠数は {0} 枠です,ของสะสมคุณภาพสีขาวและสีเขียวทั้งหมดใช้พื้นที่เฉลี่ย {0} ช่อง,Tutti i collezionabili di qualità bianca e verde occupano in media {0} spazi,Todos os itens colecionáveis de qualidade branca e verde ocupam em média {0} espaços,Toàn bộ bảo vật phẩm chất trắng và xanh chiếm trung bình {0} ô,흰색 및 녹색 품질 컬렉션 전체 평균 {0}칸을 차지합니다,Alle weißen und grünen Sammlerstücke belegen durchschnittlich {0} Felder,Tous les objets de collection de qualité blanche et verte occupent en moyenne {0} emplacements,Semua koleksi kualitas putih dan hijau rata-rata menempati {0} slot
skillDesc_3010,每局游戏开始时，揭示3个饮食烹饪轮廓,每局游戏开始时，揭示3个饮食烹饪轮廓,"At the start of each game, reveal the outlines of 3 Food & Cooking collectibles",每局遊戲開始時，揭示3個飲食烹飪輪廓,"Al comienzo de cada partida, revela 3 siluetas de comida y bebida.",В начале каждой игры раскройте 3 контура «Еда и напитки».,ゲーム開始時、食・飲料・珍味関連の輪郭3つを公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยโครงร่างอาหารและเครื่องดื่ม 3 อัน,"All'inizio di ogni partita, rivela 3 sagome di cibo e bevande","No início de cada jogo, revele 3 contornos de Comida e Bebida","Khi bắt đầu mỗi ván chơi, tiết lộ 3 phác thảo về ẩm thực và đồ uống","게임 시작 시마다, 3개의 음식·음료·명품 윤곽을 공개합니다",Zu Beginn jedes Spiels werden 3 Umrisse von Speisen und Getränken aufgedeckt.,"Au début de chaque partie, révélez 3 silhouettes de nourriture et de boissons.","Pada awal setiap permainan, perlihatkan 3 sketsa makanan dan minuman."
skillDesc_3011,每局游戏开始时，揭示3个书籍绘画轮廓,每局游戏开始时，揭示3个书籍绘画轮廓,"At the start of each game, reveal the outlines of 3 Books & Paintings collectibles",每局遊戲開始時，揭示3個書畫古籍輪廓,"Al comienzo de cada partida, revela 3 siluetas de caligrafía y textos antiguos.",В начале каждой игры покажите 3 силуэта каллиграфии и древних текстов.,各ゲーム開始時、書画・古籍の輪郭3つを公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยเค้าโครงของลายมือเขียนและข้อความโบราณจำนวน 3 รายการ,"All'inizio di ogni partita, rivela 3 sagome di calligrafia e testi antichi","No início de cada jogo, revele 3 contornos de caligrafia e textos antigos","Khi bắt đầu mỗi ván chơi, tiết lộ 3 phác thảo về thư pháp và sách cổ",게임 시작 시마다 서화 고서 윤곽 3개를 공개합니다,Zu Beginn jedes Spiels werden 3 Umrisse von Kalligraphie und alten Texten aufgedeckt.,"Au début de chaque partie, révélez 3 silhouettes de calligraphie et de textes anciens.","Pada awal setiap permainan, tunjukkan 3 sketsa kaligrafi dan teks kuno."
skillDesc_3012,每局游戏开始时，揭示3个任意藏品品质,每局游戏开始时，揭示3个任意藏品品质,"At the start of each game, reveal the rarity of 3 random collectible",每局遊戲開始時，揭示3個任意藏品品質,"Al comienzo de cada partida, revela 3 artefactos de cualquier calidad.",В начале каждой игры раскройте 3 артефакта любого качества.,各ゲーム開始時、任意のコレクション品質3つを公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยวัตถุโบราณ 3 ชิ้น โดยไม่จำกัดคุณภาพ,"All'inizio di ogni partita, rivela 3 manufatti di qualsiasi qualità.","No início de cada jogo, revele 3 artefactos de qualquer qualidade","Mỗi khi bắt đầu ván chơi, tiết lộ 3 bộ sưu tập chất lượng tùy ý","게임 시작 시마다, 임의의 수집품 등급 3개를 공개합니다",Zu Beginn jedes Spiels werden 3 Artefakte beliebiger Qualität aufgedeckt.,"Au début de chaque partie, révélez 3 artefacts de n'importe quelle qualité.","Pada awal setiap permainan, tunjukkan 3 artefak dari kualitas apa pun."
skillDesc_3013,每局游戏开始时，揭示1个家居日用品质,每局游戏开始时，揭示1个家居日用品质,"At the start of each game, reveal the rarity of 1 Home & Daily Use collectible",每局遊戲開始時，揭示1個家具物品品質,"Al comienzo de cada partida, revela 1 calidad de mueble.",В начале каждой игры раскройте 1 качество предмета мебели.,各ゲーム開始時、家具アイテム品質を1枚公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยคุณภาพของเฟอร์นิเจอร์ 1 ชิ้น,"All'inizio di ogni partita, rivela 1 qualità di un oggetto d'arredamento.","No início de cada jogo, revele 1 qualidade de item de mobiliário.","Khi bắt đầu mỗi ván chơi, tiết lộ 1 chất lượng đồ nội thất","매 게임 시작 시, 가구 아이템 등급 1개를 공개합니다",Zu Beginn jedes Spiels wird 1 Möbelstückqualität aufgedeckt.,"Au début de chaque partie, révélez 1 qualité de meuble.","Pada awal setiap permainan, tunjukkan 1 kualitas barang furnitur."
skillDesc_3014,每局游戏开始时，揭示1个医疗用品品质,每局游戏开始时，揭示1个医疗用品品质,"At the start of each game, reveal the rarity of 1 Medical Supplies collectible",每局遊戲開始時，揭示1個醫療用品品質,"Al comienzo de cada partida, revela 1 calidad de medicina.",В начале каждой игры раскройте 1 качество лекарственного средства.,ゲーム開始時、医療品品質1つを公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยยาคุณภาพยา 1 ชนิด,"All'inizio di ogni partita, rivelare 1 qualità di medicina.","No início de cada jogo, revele 1 qualidade de medicamento.","Khi bắt đầu mỗi ván chơi, tiết lộ 1 chất lượng thuốc y tế","매 게임 시작 시, 의료 약품 품질 1개를 공개합니다",Zu Beginn jedes Spiels wird 1 medizinische Qualität aufgedeckt.,"Au début de chaque partie, révélez 1 qualité de médicament.","Pada awal setiap permainan, perlihatkan 1 kualitas obat medis."
skillDesc_3015,每局游戏开始时，揭示1个时尚潮流品质,每局游戏开始时，揭示1个时尚潮流品质,"At the start of each game, reveal the rarity of 1 Fashion & Trends collectible.",每局遊戲開始時，揭示1個時尚潮流品質,"Al comienzo de cada partida, revela 1 calidad de tendencia de moda.",В начале каждой игры раскройте 1 качество модной тенденции.,ゲーム開始時、ファッションアイテムの品質を1つ公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยแนวโน้มแฟชั่นคุณภาพ 1 อย่าง,"All'inizio di ogni partita, rivelare 1 qualità di tendenza della moda","No início de cada jogo, revele 1 qualidade de tendência de moda","Khi bắt đầu mỗi ván chơi, tiết lộ 1 món đồ thời trang",게임 시작 시마다 패션 트렌드 품질 1개를 공개합니다,Zu Beginn jedes Spiels wird 1 Modetrendqualität aufgedeckt.,"Au début de chaque partie, révélez 1 qualité de tendance de mode.","Pada awal setiap permainan, perlihatkan 1 kualitas tren mode."
skillDesc_3016,每局游戏开始时，揭示1个武器装备品质,每局游戏开始时，揭示1个武装兵器品质,"At the start of each game, reveal the rarity of 1 Weapons & Gear collectible.",每局遊戲開始時，揭示1個兵裝軍火品質,"Al comienzo de cada partida, revela 1 calidad de equipo militar.",В начале каждой игры раскройте 1 качество военного снаряжения.,ゲーム開始時、武器・兵器の品質を1つ公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยคุณภาพอุปกรณ์ทางทหาร 1 ชิ้น,"All'inizio di ogni partita, rivelare 1 qualità di equipaggiamento militare.","No início de cada jogo, revele uma qualidade de equipamento militar.","Khi bắt đầu mỗi ván chơi, tiết lộ 1 chất lượng vũ khí quân sự",게임 시작 시마다 병기 군수품 품질 1개를 공개합니다,Zu Beginn jedes Spiels wird 1 Qualität für militärische Ausrüstung aufgedeckt.,"Au début de chaque partie, révélez 1 qualité d'équipement militaire.","Pada awal setiap permainan, perlihatkan 1 kualitas peralatan militer."
skillDesc_3017,每局游戏开始时，揭示1个矿物珠宝品质,每局游戏开始时，揭示1个矿物珠宝品质,"At the start of each game, reveal the rarity of 1 Minerals & Gems collectible.",每局遊戲開始時，揭示1個珠寶礦藏品質,"Al comienzo de cada partida, revela 1 calidad de mineral para joyería.",В начале каждой игры раскройте 1 качество драгоценного камня.,各ゲーム開始時、宝石鉱石の品質を1つ公開する,เมื่อเริ่มเกมแต่ละเกม ให้เปิดเผยแร่เครื่องประดับ 1 ชิ้น,"All'inizio di ogni partita, rivelare 1 qualità di minerale per gioielli.","No início de cada jogo, revele 1 qualidade de minério de joalharia.","Khi bắt đầu mỗi ván chơi, tiết lộ 1 loại khoáng sản trang sức",게임 시작 시마다 보석 광물 품질 1개를 공개합니다,Zu Beginn jedes Spiels wird die Qualität von 1 Schmuckmineral aufgedeckt.,"Au début de chaque partie, révélez 1 qualité de minerai pour bijoux.","Pada awal setiap permainan, ungkapkan 1 kualitas bijih perhiasan."
skillDesc_3018,每局游戏开始时，揭示1个文玩古董品质,每局游戏开始时，揭示1个文玩古董品质,"At the start of each game, reveal the rarity of 1 Antiques & Curios collectible.",每局遊戲開始時，揭示1個文玩古董品質,"Al comienzo de cada partida, revela la calidad de una antigüedad.",В начале каждой игры раскройте качество одного предмета антиквариата.,各ゲーム開始時、1つの骨董品の品質を公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยของโบราณ 1 ชิ้น,"All'inizio di ogni partita, rivelare la qualità di un oggetto d'antiquariato.","No início de cada jogo, revele 1 qualidade de antiguidade.","Mỗi khi bắt đầu trò chơi, tiết lộ 1 chất lượng cổ vật","매 게임 시작 시, 고대 유물 품질 1개 공개",Zu Beginn jedes Spiels wird die Qualität einer Antiquität aufgedeckt.,"Au début de chaque partie, révélez la qualité d'une antiquité.","Pada awal setiap permainan, ungkapkan kualitas barang antik."
skillDesc_3019,每局游戏开始时，揭示1个数码电子品质,每局游戏开始时，揭示1个数码电子品质,"At the start of each game, reveal the rarity of 1 Digital & Electronics collectible.",每局遊戲開始時，揭示1個數位娛樂品質,"Al comienzo de cada partida, revela 1 calidad de entretenimiento digital.",В начале каждой игры раскройте 1 качество цифрового развлечения.,ゲーム開始時、デジタルエンターテインメント品質を1つ公開する,เมื่อเริ่มต้นเกมแต่ละเกม ให้เปิดเผยคุณภาพความบันเทิงดิจิทัล 1 อย่าง,"All'inizio di ogni partita, rivelare 1 qualità di intrattenimento digitale.","No início de cada jogo, revele 1 qualidade de entretenimento digital.","Mỗi khi bắt đầu trò chơi, tiết lộ 1 loại hàng hóa giải trí kỹ thuật số","게임 시작 시마다, 디지털 엔터테인먼트 품질 1개를 공개합니다",Zu Beginn jedes Spiels wird 1 digitale Unterhaltungsqualität aufgedeckt.,"Au début de chaque partie, révélez 1 qualité de divertissement numérique.","Pada awal setiap permainan, ungkapkan 1 kualitas hiburan digital."
skillDesc_302,所有蓝色品质藏品平均占位约{0}格,所有蓝色品质藏品平均占位{0}格,All blue-tier collectibles occupy an average of {0} slots,所有藍色品質藏品平均佔位約{0}格,Todos los objetos coleccionables de nivel azul ocupan una media de {0} espacios.,Все коллекционные предметы синего уровня занимают в среднем {0} ячеек.,すべての青品質コレクションは平均{0}マスを占有する,ของสะสมระดับสีน้ำเงินทั้งหมดใช้พื้นที่โดยเฉลี่ย {0} ช่อง,Tutti gli oggetti da collezione di livello blu occupano in media {0} spazi,Todos os itens colecionáveis de nível azul ocupam uma média de {0} espaços,Tất cả các bộ sưu tập chất lượng màu xanh chiếm trung bình {0} ô,모든 파란색 등급 컬렉션은 평균 {0}칸을 차지합니다,Alle Sammlerstücke der blauen Stufe nehmen durchschnittlich {0} Felder ein.,Tous les objets de collection de niveau bleu occupent en moyenne {0} espaces.,Semua koleksi tingkat biru menempati rata-rata {0} ruang
